Subject,Email,Label
fw : intrastate gas,"stacy ,
could we add the following phrase ( as shown below in red ) to the exxon katy location ? this is to reassure our customers that the delivery is in fact intrastate . please let me know if this is possible to do and if we have your approval .
exxonkaty
the transaction is for delivery of intrastate gas at the tailgate of the exxon katy plant . notwithstanding anything to the contrary in the general terms and conditions , if applicable , this transaction is between counterparty and enron north america corp .
thanks ,
melba lozano
713 - 345 - 8986
713 - 646 - 8511 fax
713 - 698 - 4847 pager
- - - - - original message - - - - -
from : lees , lisa
sent : monday , september 17 , 2001 1 : 11 pm
to : lauer , kara
cc : meredith , kevin ; lozano , melba ; walker , chris
subject : re : intrastate gas
kara ,
the product development team will check with legal on this and we ' ll get back with you .
thanks . lisa
- - - - - original message - - - - -
from : lauer , kara
sent : monday , september 17 , 2001 9 : 38 am
to : lees , lisa
subject : fw : intrastate gas
lisa ,
what is involved in changing a product description to include this phrase ? i do have some customers in texas that are legally bound to only trade intrastate gas and they are fearful of trading anything that doesn ' t specifically state that .
since it is probably only a handful of customers , if it is a major production , it may not be worth it , but i wanted to check .
thanks .
kara
- - - - - original message - - - - -
from : farmer , daren j .
sent : monday , september 17 , 2001 9 : 31 am
to : lauer , kara
subject : re : intrastate gas
that will be fine . most people know that the gas in this area is intrastate . but , if someone wants to see that in the description , we can add it .
d
- - - - - original message - - - - -
from : lauer , kara
sent : monday , september 17 , 2001 9 : 18 am
to : farmer , daren j .
subject : intrastate gas
hi daren ,
bryan hull gave me your name . a customer was interested in trading intrastate gas and bryan had informed me that our exxon - katy location is intrastate . i was wondering if you would be interested in changing the long description on eol for this location to include the phrase intrastate gas so that any customers that are interested would be able to see that . if this is okay with you , i will forward it on to our product development team .
thanks .
kara
kara boudreau lauer
enrononline marketing
713 / 853 - 0570
kara . lauer @ enron . com",0
nom change on tetco,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 01 / 2000
11 : 05 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jan svajian "" on 06 / 01 / 2000 10 : 46 : 47 am
to :
cc :
subject : nom change on tetco
see attached
- enron nom change . xls",0
channel a / s line maintenance,"fyi
this is a reduction in total capacity from 528 , 000 to 400 , 000 at station 809 .
hpl has typically been running about 180 , 000 to 200 , 000 mmbtu through station
809 in august . we can pull more gas off of the a - s line at swan lake to keep
our throughput around the 175 , 000 .
my original conversation with epfs was that the capacity would be limited to
around 400 , 000 mmbtu total during the maintenance . station 809 will be down
through the weekend and we will get a better picture of how much we can move
without 809 running . i will visit with epfs on monday and see if we can get
the volume bumped up ( to 400 , 000 ) and adjust on tuesday as necessary .
if you have any questions please call . 36449 .
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 11 / 2000 11 : 08
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" weir , gordon r . "" on 08 / 11 / 2000 10 : 54 : 54 am
to : "" ' gary hanks ' "" , "" young , robert w . ""
, "" phillips , pat "" , "" schwarz ,
blake "" , "" van matre , thomas ""
cc : "" coffey , ryan k . "" , "" zimmer , harry i . ""
, "" veloz , corina r . "" , "" barnes ,
kent "" , "" quinn , david "" ,
"" valenzuela , deborah ""
subject : channel a / s line maintenance
channel a / s line maintenance
station 809 has scheduled maintenance on their lb solar centaur turbine for
the three gas flow days of august 15 , 16 & 17 , 2000 . during this
maintenance the 2 reciprocating engines will be operating . the estimated
capacity through station 809 during this time is approximately 350 , 000
mmbtu . both owners are entitled to 1 / 2 of this capacity ( 175 , 000 mmbtu ) &
should schedule accordingly .
contact me if you have any questions .
gordon weir
505 - 599 - 2118
this email and any files transmitted with it from el paso
energy corporation are confidential and intended solely
for the use of the individual or entity to whom they are
addressed . if you have received this email in error
please notify the sender .",0
viiiicodin no script neeeded,"your place to ggo too for all ur prreeiscrlpt 10 n pi | | s , no doccctctorr neeedeed .
gget ouut of fuutture addddds by goiiing heree .
http : / / gettmeout - online . com / goto /
toodles",1
hl & p,"daren . sorry i forgot to include you
- - - - - - - - - - - - - - - - - - - - - - forwarded by kimberly vaughn / hou / ect on 12 / 21 / 99 01 : 33
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
kimberly vaughn
12 / 21 / 99 02 : 01 pm
to : janet h wallis / hou / ect @ ect
cc : howard b camp / hou / ect @ ect
subject : hl & p
janet . i am back from vacation . i have updated the hl & p flow mtd . jill
told me that on the 18 th , 19 th and 20 th the san jac . nom should be 29 , 209 .
is this correct ? we ' ll need to change sitara . i have had scada problems at
meter 1401 . gas control has given me a verbal from the 14 th on . i will
monitor scada and adjust as necessary . let me know if there is anything else
that i can do . thanks .",0
pain medication,"simply - rx online pharmacy
high demanded medications at affordable prices .
- - - > order online now",1
 ?  r  s ? ? ? ? ? ???  apaliourg @ iit . demokritos . gr,"yx $ ?  r  ?  s  ?  a  n ? ?  n??  o ? ?  o ? ?  q  q    ?
 @",1
cm - buffett winter tour dates,"coconut modem special edition
january 2001
jimmy buffett winter tour 2001
february :
8 th - orlando , fl - waterhouse center
10 th - ft . lauderdale , fl - national car rental center
13 th - dallas , tx - reunion arena
15 th - houston , tx - compaq center
17 th - greensboro , nc - coliseum
20 th - charlotte , nc - coliseum
22 nd - tampa , fl - ice palace
24 th - west palm beach , fl - mars music amphitheater
neither karen or i have any idea when these tickets go on sale . please
contact the venue for that information . all dates are official , if any more
are released we ' ll let you know .
bob
coconut modem staff :
karen coyne - writer / editor - karen @ coconutmodem . com
bob segel - publisher - bob @ coconutmodem . com
the coconut modem reserves the right to edit all submissions for length or
content . please email all text or photo submissions to
submissions @ coconutmodem . com
the coconut modem copyright 2000 , all rights reserved .
33852 del obispo st . # 28
dana point , ca 92629
fax : ( 949 ) 388 - 6747
to view past issues of the cm please check the archive link at our web site :
http : / / www . coconutmodem . com
to subscribe or unsubscribe please visit our web site at
http : / / www . coconutmodem . com .
if you have any questions please feel free to email bob at
bob @ coconutmodem . com",0
"enron / hpl actuals for july 5 , 2000","teco tap 10 . 000 / enron ; 75 . 000 / hpl iferc
ls hpl lsk ic 30 . 000 / enron",0
re : driscoll ranch # 3 gas pricing and interconnect estimate,"thanks ! ! that is what i said ! ! !
daren j farmer
11 / 09 / 2000 02 : 00 pm
to : mary jo johnson / hou / ect @ ect
cc :
subject : re : driscoll ranch # 3 gas pricing and interconnect estimate
the notice should be given on monday , the 20 th by 5 : 00 pm .
d
from : mary jo johnson 11 / 09 / 2000 10 : 12 am
to : daren j farmer / hou / ect @ ect
cc :
subject : re : driscoll ranch # 3 gas pricing and interconnect estimate
can you help me out on this darren ? mjj
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary jo johnson / hou / ect on 11 / 09 / 2000
10 : 04 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" john daugherty "" on 11 / 08 / 2000 04 : 38 : 37 pm
to :
cc :
subject : re : driscoll ranch # 3 gas pricing and interconnect estimate
mary jo ,
thanks for the update . regarding the notice provision of 6 business days
prior to the close of business on the last business day of the month prior
to selected month , does that mean we need to give you notice for december
by tuesday , november 21 st at 5 : 00 pm or monday , november 20 th at 5 : 00 pm
assuming the 23 rd and 24 th are holidays ?
john daugherty
- - - - - original message - - - - -
from :
to :
cc : ; ;
; ;
; ;
;
sent : wednesday , november 08 , 2000 5 : 12 pm
subject : re : driscoll ranch # 3 gas pricing and interconnect estimate",0
heisser fetish,"mann war das ein wochenende !
geile schlampen in lack und leder , fesselungen . atemberaubender sex unter
extremen bedingungen .
wow , da ging aber einer ab . sowas habe ich noch nie gesehen .
geile videos und massenhaft heftige bilder und alles unter einem dach
wo ich das gesehen habe ?
na hier :
http : / / www . netporni . com
g?nn dir mal das vergn?gen
michi
lif",1
"hpl nom for june 16 , 2000 revision","revision to the empire nom .
thanks .
tim
( see attached file : hplo 616 . xls )
- hplo 616 . xls",0
your username and password,"dear daren farmer ,
here is your username and password that you requested .
username : dfarmer 2
password : jungle
you can update your info at :",0
mystery shopping - extra casual income,"customer intelligence strategies
frontline focus international inc .
link house , 140 the broadway
suite # 12 surbiton , surrey
kt 6 7 je
64 king st east hamilton ontario canada
hamilton , ontario , canada
l 8 n la 6
company
services :
consultants in consumer care
position : mystery shopping
secret shopper
job
description :
mystery shoppers provide objective factual feedback about the quality of
their experiences at local retail stores , restaurants , theatres and hotels or
other establishments that deal with the public . ( all within your city or local area )
visit
local establishments to provide feedback on customer service and / or quality . online reporting of
results within 24 hrs .
salary : vary per project .
qualifications : access to computer with internet access
and email address . effective communication
skills . must enjoy working with
the public . no experience necessary .
online
applications at www . frontlinefocus . com
or write to shoptheworld @ frontlinefocus . com
frontline
operates on over 70 around the world we offer casual positions in all cities ,
as our clients are corporations and have thousands of establishments situated
everywhere throughout the areas we advertise in . if you are looking for a part time casual
position where you are paid incentives for your feed - back free meals and petrol
a few times a month no obligations this is for you . apply online www . frontlinefocus . com or email shoptheworld @ frontlinefocus . com
for details .
frontline focus international 64 king st . east hamilton , ontario l 8 n la 6 , canadathis e - mail message is an advertisement and / or solicitation .",1
get meds sent discretely directly to you,"hi ,
grade a offshore prescriptions express shipped directly to your residence .
ciaiis , vlagra , valium many more available .
save up to 70 % . worldwide deliveries in discreet packaging . no prior
script required .
you can purchase at :",1
hi !,"hi ! i am looking for new friends .
my name is jane , i am from miami , fl .
see my homepage with my weblog and last webcam
photos !
see you !",1
hunter ' s birthday party pictures,"if the above link doesn ' t work , try going to http : / / www . abacustech . net / pic
- ram .",0
nom change on tennessee,"- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 20 / 2000
10 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" jan svajian "" on 06 / 20 / 2000 10 : 43 : 12 am
to :
cc :
subject : nom change on tennessee
see attached .
- enron nom change . xls",0
stacey,"darren ,
sorry to bother you during trading . this is just a follow - up e - mail re :
stacey neuweiler . we don ' t want to know the details of why stacey is going
to the dr . we just want a dr . note stating for how long she is under her dr . s
care .
thanks , hgm",0
"nb real vallum , x . anax , l . evitra . . soma . . much more . . . . . . us p ` harmacies","verrotst trapsgewijs wetswijzigingen
the biggest phaermacy store ! save over 80 % ! more than 3 , 000 , 000 satiqsfied
customers this year !
order these pills : ; ^ so + m + a p / n / termin v / a / lium . xan @ x
we ship us international low price , overnite delivery , privacy !
q w http : / / vbfd . is . baewo . com / 29 /
it was at a five o ' clock tea . a young man came to the hostess to apologize
for his lateness . so good of you to come , mr . jones , and where is your
brother ? you see we ' re very busy in the office and only one of us could
come , so we tossed up for it . how nice ! and so original , too ! and you
won ? no , said the young man absently , i lost !
a man goes to church and starts talking to god . he says : god , what is a
million dollars to you ? and god says : a penny , then the man says : god ,
what is a million years to you ? and god says : a second , then the man
says : god , can i have a penny ? and god says in a second
insatisfecha 3 barbirrucioo 2 lupanaria , manaza marcescente .",1
meter 8740 dec 99,"daren - can you set up a delivery deal for meter 8740 for jan 00 and dec .
99 ? i checked oss and there is an 089 operational contract that took the
swing in case the meter flows more or less than the nom . third party
contracts are supposed to stay whole . days 12 - 14 did not flow enough to
cover the noms for western . we have the same problem on jan . 25 . please let
me know , brenda herod would like this resolved today , as would i .
- aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 22 / 2000 01 : 10
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
aimee lannou 03 / 06 / 2000 04 : 36 pm
to : stacey neuweiler / hou / ect @ ect
cc : thu nguyen / hou / ect @ ect
subject : meter 8740 dec 99
stacy - can you please set up a new deal for meter 8740 for dec . 99 . the
problem with this meter is , all third party transports should stay whole and
hpl takes the swing . several days the meter did not flow enough and the
third parties did not receive all of their gas . i need a delivery set up so
the 3 rd parties will stay whole . if you have any questions , please let me
know .
thanks .
- aimee
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 03 / 06 / 2000 04 : 30
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : thu nguyen 03 / 06 / 2000 04 : 14 pm
to : aimee lannou / hou / ect @ ect
cc : george grant / hou / ect @ ect
subject : meter 8740 dec 99
aimee ,
we are still having problem with this meter . from what i understand of our
conversation a week or two ago , hpl needs to take the swing to keep the other
contracts whole . in the case where we have excess flow the hpl ( r ) contract
takes the swing . so in the case where we are short , shouldn ' t we have a hpl
( d ) contract to take the swing ? please let me know if this will work . i
need to get back with settlement today . thanks
thu",0
